Symbol,Name,Sector,Market Cap Type,Full Time Employees,City,State,AVG CLOSING PRE 08,STD PRE 08,AVG VOLUME PRE 08,% Change Pre-During 08,AVG CLOSING DURING 08,STD DURING 08,AVG VOLUME DURING 08,% Change During-Post 08,AVG CLOSING POST 08,STD POST 08,AVG VOLUME POST 08,AVG CLOSING PRE COVID,STD PRE COVID,AVG VOLUME PRE COVID,% Change Pre-During COVID,AVG CLOSING DURING COVID,STD DURING COVID,AVG VOLUME DURING COVID
AAPL,Apple Inc.,Technology,Mega Cap Stock,137000,Cupertino,CA,14.83860558,3.912498645,245651493.625498,18.33463323,17.55920949,4.17183491,282590124.5059289,45.46294284,25.54214286,4.267322814,145934311.1111111,205.96876980000002,35.01270056,28030962.698412698,39.45839067,287.24073169999997,27.72662244,46858621.951219514
MSFT,Microsoft Corporation,Technology,Mega Cap Stock,144000,Redmond,WA,22.37749004,1.444877183,62685415.93625498,-9.911233532999999,20.15960474,2.8230978710000003,84174016.60079052,6.78001303,21.52642857,2.0697026999999997,60585257.53968254,128.8275794,15.23579998,24582788.095238097,31.65498231,169.60792680000003,14.31184425,50897934.146341465
IBM,International Business Machines Corporation,Technology,Large Cap Stock,352600,Armonk,NY,71.63187251,5.801559727999999,7926079.6812749,6.734179941,76.4556917,11.24142495,9397111.462450594,16.326842499999998,88.93849206,4.87675347,6925150.0,130.8535317,6.343192341,3756726.984126984,-5.737839698999999,123.3453659,15.35108636,6485284.146341464
GE,General Electric Company,Industrials,Large Cap Stock,205000,Boston,MA,23.15709163,1.392326365,38255670.119521916,-23.19326703,17.78620553,4.037839748000001,81611738.73517786,-38.27613589,10.97833333,1.33528859,91022161.50793651,9.750436508,0.930689784,70554126.98412699,-15.03319734,8.284634146,2.487110076,107045765.85365854
WMT,"Wal-Mart Stores, Inc.",Consumer Defensive,Mega Cap Stock,2200000,Bentonville,AR,34.20342629,1.302360094,17352800.0,20.14652829,41.09422925,3.0032916960000002,23798944.268774703,-2.3023524909999997,40.14809524,1.794928541,15659454.365079366,106.4394841,9.35946159,6039657.53968254,12.12978608,119.3503659,6.438878333,10311279.268292682
T,AT&T Inc.,Communication Services,Mega Cap Stock,244000,Dallas,TX,19.19338645,1.237926365,23243430.278884463,-10.9088707,17.09960474,2.240877415,31106440.71146245,-14.560124800000002,14.60988095,0.572901667,29311309.523809522,32.2134127,3.550775385,30024890.873015873,-0.42550982200000004,32.07634146,3.5332140130000003,44974135.36585366
JNJ,Johnson & Johnson,Healthcare,Mega Cap Stock,132200,New Brunswick,NJ,43.17808765,1.46457814,11922764.143426295,4.5871589880000005,45.15873518,2.644305949,14763601.976284586,0.286368467,45.28805556,1.9462774230000002,12163021.42857143,131.2259524,4.982185824,7085347.619047619,8.103523331,141.859878,9.601531577000001,10656224.390243903
PG,Procter & Gamble Company (The),Consumer Defensive,Mega Cap Stock,97000,Cincinnati,OH,44.03717131,2.460365251,10627894.023904383,3.850283539,45.73272727,2.2801150569999997,16393855.731225297,-5.637198756,43.15468254,2.942968306,12452346.031746032,108.7868254,10.86954975,7564857.142857143,6.893660228,116.2862195,6.312040354,10925432.92682927
KO,Coca-Cola Company (The),Consumer Defensive,Mega Cap Stock,86200,Atlanta,GA,15.23633466,1.506334396,18303519.52191235,7.678164718,16.40620553,1.6055248819999999,25264216.600790516,9.819073156,18.01714286,1.06306432,21322988.095238097,49.56412698,3.597711152,12836895.238095239,-0.909105892,49.11353659,6.1023103039999995,20939321.951219514
PFE,"Pfizer, Inc.",Healthcare,Mega Cap Stock,88300,New York,NY,14.96103586,0.601939966,39740795.617529884,-19.61675566,12.02616601,1.166238665,50102847.43083004,-4.4467797860000005,11.49138889,0.86505697,57019825.79365079,38.4625,2.47439471,22721335.317460317,-8.560920122999999,35.1697561,2.689979107,30254880.48780488
GOOG,Google Inc.,Communication Services,Mega Cap Stock,123048,Mountain View,CA,259.5617131,34.82751458,10969484.462151395,-10.78885195,231.55798419999996,50.0206291,12690509.090909092,12.394471699999999,260.258373,26.87882987,6157269.841269841,1188.3930560000001,81.76537952,1414084.9206349207,10.31702617,1310.9998779999999,131.9877308,2276869.512195122
ORCL,Oracle Corporation,Technology,Large Cap Stock,136000,Redwood City,CA,16.63139442,1.394272874,34397700.0,4.22428889,17.33395257,1.794586931,42101356.52173913,16.51873112,20.19730159,1.4901155940000002,30003575.793650795,53.01702381,2.67898184,13038436.904761905,-3.2860119930000002,51.27487805,3.291262373,14256006.097560976
INTC,Intel Corporation,Technology,Mega Cap Stock,110800,Santa Clara,CA,15.522549800000002,1.6790558869999999,65049176.09561753,-10.97663831,13.81869565,2.317375422,71702910.27667984,7.042124446,14.791825400000002,1.196644978,65467335.71428572,50.27765873,4.445270515,21904995.634920634,15.87069613,58.25707317,5.465332377,29627691.463414636
QCOM,QUALCOMM Incorporated,Technology,Large Cap Stock,37000,San Diego,CA,29.73545817,1.724384902,19821203.187250998,5.37412299,31.33347826,4.647672629,22728203.557312254,1.359206964,31.75936508,2.988003436,21024952.777777776,69.44496032,12.52940874,13450704.365079366,9.809369639,76.25707317,7.359894237000001,11664184.146341464
PEP,"Pepsico, Inc.",Consumer Defensive,Large Cap Stock,267000,Purchase,NY,45.59629482,2.734884315,5759075.697211156,0.423006169,45.78916996,4.505441739,7935178.260869565,-2.324151418,44.72496032,2.64097765,7641905.158730159,124.2355952,9.698500482,4359097.222222222,5.665977488999999,131.2747561,9.070418917000001,6783869.5121951215
CSCO,"Cisco Systems, Inc.",Technology,Large Cap Stock,75900,San Jose,CA,21.86390438,1.7784752719999999,52562168.92430279,-21.15128747,17.23940711,2.617989362,61215029.64426877,5.297925703,18.1527381,1.4465097580000001,49648445.634920634,49.20484127,4.200787677,20525618.65079365,-14.6442804,41.99914634,3.695680228,30890781.707317073
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Mega Cap Stock,840400,Seattle,WA,63.06322709,20.39602305,9727978.486055776,10.80948874,69.88003953,12.93945457,9957346.640316205,65.01578422,115.3130952,20.92933864,8329212.698412699,1789.1892059999998,101.313649,3867973.8095238097,19.37185889,2135.788415,229.03050130000003,5651610.975609756
ABT,Abbott Laboratories,Healthcare,Large Cap Stock,107000,Abbott Park,IL,15.44613546,0.852033688,13062329.482071713,8.557539907,16.76794466,0.7960221820000001,16316593.28063241,0.818311778,16.90515873,1.3566223780000002,16673814.285714285,79.37626984,5.268586032,5177913.492063492,7.837107163,85.59707317,7.620379837000001,9662037.804878049
MCD,McDonald&#39;s Corporation,Consumer Cyclical,Large Cap Stock,205000,Chicago,IL,33.04996016,3.356716431,7489883.665338646,21.35215217,40.10683794,2.423902034,10093730.43478261,13.31262558,45.44611111,4.041767585,8220040.873015873,193.32115080000003,13.07102863,3316014.285714286,-4.804808854,184.03243899999998,19.464478600000003,5316751.219512195
SLB,Schlumberger N.V.,Energy,Large Cap Stock,103000,Houston,TX,60.09904382,11.17670538,9683647.410358565,1.8541981930000002,61.21339921,15.66422616,12269528.458498023,-23.01924041,47.12253968,4.033205291,11094006.746031746,36.89496032,3.62302019,10687466.666666666,-45.09528403,20.25707317,7.3755866039999995,20199314.63414634
BAC,Bank of America Corporation,Financial Services,Mega Cap Stock,209000,Charlotte,NC,39.77151394,1.7031559230000002,21419307.569721114,-35.11772253,25.80466403,7.087686532,78632381.81818181,-44.63456272,14.28686508,1.320961897,213735003.17460316,28.81630952,2.315779982,54188061.11111111,-13.22072195,25.00658537,4.837364658,85169762.19512194
HD,"Home Depot, Inc. (The)",Consumer Cyclical,Mega Cap Stock,415700,Atlanta,GA,26.32099602,2.410496921,18450344.621513944,-28.41330167,18.84233202,2.0254408930000003,20601369.169960473,20.84407201,22.76984127,2.746676799,16412100.793650793,201.9249603,19.27400842,4191461.507936508,6.55419313,215.1595122,24.79738103,6628641.463414635
DIS,Walt Disney Company (The),Communication Services,Mega Cap Stock,223000,Burbank,CA,28.66685259,0.730925478,10054500.0,-12.11841169,25.19288538,3.4046009919999998,14826876.28458498,5.258364226,26.51761905,3.2248507,12712011.507936507,129.66023810000002,12.90967073,10216139.682539683,-13.37557244,112.317439,15.98450197,21314721.951219514
OXY,Occidental Petroleum Corporation,Energy,Large Cap Stock,14400,Houston,TX,34.10310757,5.036309354,6442170.119521912,31.78785789,44.94375494,8.543798719,9185369.169960475,13.28568638,50.91484127,3.858480025,5849828.174603174,48.51130952,8.832036548,8646210.317460317,-58.08043133,20.33573171,11.16268995,38499000.0
AXP,American Express Company,Financial Services,Large Cap Stock,64000,New York,NY,48.22780876,2.078404094,7063261.752988048,-35.66723146,31.02628458,7.77726242,14846778.260869564,4.187390217,32.32547619,4.6496771269999995,12082220.634920634,114.66178570000001,7.993220807,3261627.777777778,-14.54411486,97.9852439,19.38226491,7243591.463414635
COP,ConocoPhillips,Energy,Large Cap Stock,10400,Houston,TX,35.49804781,3.8016624489999997,15824801.195219124,1.9399152219999998,36.18667984,6.94383037,18862736.363636363,-27.80624273,26.12452381,2.524691329,15400115.873015873,59.52301587,4.5416469919999995,6502573.015873016,-31.18997034,40.95780488,10.23175329,10976979.268292682
MO,Altria Group,Consumer Defensive,Large Cap Stock,7300,Richmond,VA,10.51956175,0.574875471,11236494.820717132,2.284126943,10.759841900000001,1.147682955,18195635.177865613,5.032669757,11.30134921,0.9836182920000001,16319106.349206349,45.93103175,3.4924794169999998,9995483.333333334,-14.25877501,39.38182927,3.2169892860000004,12651660.975609757
CAT,"Caterpillar, Inc.",Industrials,Large Cap Stock,102300,Deerfield,IL,48.71418327,4.990840373,6205950.597609562,-7.689106112,44.96849802,10.441549900000002,8596679.051383398,-8.827709784,40.99880952,6.529426142,10236593.253968254,129.1657143,8.634392587,4082993.253968254,-10.097338699999998,116.12341459999999,12.0241767,5273142.682926829
CVS,CVS Corporation,Healthcare,Large Cap Stock,290000,Woonsocket,RI,28.65075697,2.656551566,14076081.673306772,2.13803491,29.26332016,4.013795957,11632749.407114625,-5.169355056000001,27.75059524,1.802301551,12836077.777777778,59.54698413,7.3081439889999995,9538952.38095238,4.564694357,62.26512195,5.122341344,10658409.75609756
BA,Boeing Company (The),Industrials,Large Cap Stock,161100,Chicago,IL,68.26342629,3.89799387,5057340.6374502,-28.52676506,48.79007905,10.9656541,7714334.387351778,-8.452228348,44.66623016,7.933025859,6141281.746031746,358.7750794,23.06635226,5374482.142857143,-46.69498163,191.245122,83.84615975,27965136.585365854
UPS,"United Parcel Service, Inc.",Industrials,Large Cap Stock,260280,Atlanta,GA,49.50071713,1.610478775,3864176.494023904,-10.14519126,44.4787747,5.000593187,6143126.0869565215,-4.008878644,42.695674600000004,3.730833188,4882639.285714285,106.793254,8.633692901,3136344.8412698414,-10.34968573,95.7404878,4.887187306,5579068.292682927
AMGN,Amgen Inc.,Healthcare,Large Cap Stock,23400,Thousand Oaks,CA,48.07059761,5.357178291,12763213.14741036,-14.03922613,41.32185771,6.103369037,10880404.347826088,12.51107585,46.49166667,2.1048200230000003,7583457.53968254,190.4257143,19.70653567,2796360.714285714,14.3831225,217.814878,14.99032735,3261206.0975609757
UNP,Union Pacific Corporation,Industrials,Large Cap Stock,33872,Omaha,NE,18.20394422,1.9970656430000002,9476251.792828685,26.02446285,22.94142292,3.49546548,13209656.916996047,4.979061478,24.08369048,2.653384419,8400143.650793651,164.1250794,8.178990893,3388034.126984127,-5.7067310870000005,154.7589024,17.57639516,4490375.609756097
GS,"Goldman Sachs Group, Inc. (The)",Financial Services,Large Cap Stock,38500,New York,NY,176.9183267,13.79331016,9132768.924302788,-27.34440259,128.54106720000001,35.75926448,16775537.549407115,8.905408722,139.9881746,12.26530288,12434857.142857144,199.6159127,12.99625363,2578573.015873016,-6.68359665,186.27439019999997,28.3219147,4260691.463414635
EBAY,eBay Inc.,Consumer Cyclical,Large Cap Stock,13300,San Jose,CA,13.7861753,0.9844790059999999,38578752.58964144,-27.29240256,10.02359684,2.579539785,39484377.86561265,-5.52056065,9.470238095,0.89476874,41673135.71428572,36.58960317,2.6266384080000003,9227701.19047619,-0.23988756,36.50182927,4.456477635,14489785.365853658
HPQ,Hewlett-Packard Company,Technology,Large Cap Stock,56000,Palo Alto,CA,13.14215139,1.218151449,31606564.143426295,-2.66361665,12.79209486,1.4113330830000002,44119830.039525695,14.22760175,14.61210317,1.243988549,33437724.206349205,19.12698413,1.395172822,11463550.793650793,-9.553779982,17.29963415,3.003951901,15003489.024390243
LLY,Eli Lilly and Company,Healthcare,Large Cap Stock,33815,Indianapolis,IN,34.24968127,1.680840474,5439296.812749004,-14.81632163,29.17513834,4.0802631410000005,6413398.023715415,-17.57088092,24.04880952,1.077852821,7031119.841269841,114.15833329999998,6.134810446,7058021.031746032,26.30585462,144.1886585,10.48841627,4492167.073170732
CL,Colgate-Palmolive Company,Consumer Defensive,Large Cap Stock,34300,New York,NY,21.74318725,1.356803376,4831598.406374502,10.29723522,23.98213439,1.796774057,7091651.38339921,19.06052025,28.55325397,1.818767732,5415553.968253968,67.60019841,3.6391917639999996,3510842.4603174604,3.807243302,70.17390244,3.88626634,5451147.560975609
EPD,Enterprise Products Partners L.P.,Energy,Large Cap Stock,6800,Houston,TX,4.546533865,0.293854961,1515812.749003984,2.7686410439999998,4.672411067,0.515278586,1696494.861660079,44.09048997,6.7325,0.903559418,2634776.984126984,26.30940476,0.982409857,4265840.079365079,-29.59626018,18.52280488,4.197961961,11826856.097560976
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Large Cap Stock,50000,Las Vegas,NV,65.01808765,12.0142073,3111194.0239043823,-48.61569739,33.40909091,19.2636195,7863545.454545454,-64.64071914,11.81321429,3.1276696619999997,36587490.07936508,57.54857143,4.371506749,4100397.619047619,-12.17768478,50.540487799999994,8.816772862999999,8095503.658536585
SBUX,Starbucks Corporation,Consumer Cyclical,Large Cap Stock,346000,Seattle,WA,12.41884462,1.555506303,23912581.673306774,-48.27095118,6.4241501979999995,1.423387339,29695639.5256917,45.828070600000004,9.368214286,1.43329656,21234626.19047619,79.95384921,9.454793292,7996704.365079365,-6.343837026,74.88170732,8.360118702000001,13382220.731707318
NKE,"Nike, Inc.",Consumer Cyclical,Large Cap Stock,76700,Beaverton,OR,8.484223108,0.854931397,14106874.900398407,15.60261989,9.80798419,0.941425953,17298703.557312254,21.03720086,11.87130952,1.526653069,12647063.492063493,85.80777778,5.795693536,6402592.857142857,2.8089190339999996,88.21804878,9.114848751,9566442.68292683
SO,Southern Company (The),Utilities,Large Cap Stock,27943,Atlanta,GA,19.3910757,0.608586591,3649526.294820717,4.901563067,20.3415415,0.744850307,5217045.059288537,-2.641760632,19.80416667,0.8861927270000001,4528742.857142857,53.48468254,5.6070882410000005,4604449.206349206,8.395748462,57.97512195,6.357448095,6380962.195121951
GILD,"Gilead Sciences, Inc.",Healthcare,Large Cap Stock,11800,Foster City,CA,16.70450199,1.6344910069999998,16271210.358565737,27.77247086,21.34375494,1.8725408559999999,18767213.43873518,-9.89446414,19.23190476,1.708038046,19909146.031746034,63.69119048,1.7404325180000002,6611786.904761905,16.57564269,74.24841463,4.682436179,22953691.463414636
LOW,"Lowe&#39;s Companies, Inc.",Consumer Cyclical,Large Cap Stock,200000,Mooresville,NC,24.00593625,2.035964887,9651272.111553784,-24.51620011,18.12059289,1.783709585,15382079.841897232,3.794038954,18.80809524,1.732135551,14349867.46031746,104.42440479999999,8.080973327999999,4459368.253968254,-0.508142015,103.8937805,16.69475786,6786930.4878048785
MET,"MetLife, Inc.",Financial Services,Large Cap Stock,48000,New York,NY,39.06848606,1.8721933919999998,3606591.6334661352,-20.33529423,31.12379447,7.366729141,9992297.23320158,-22.36455852,24.16309524,2.726100338,7391658.73015873,44.99452381,2.621192699,5309631.349206349,-18.83673546,36.51902439,8.106810216,8053537.804878049
COST,Costco Wholesale Corporation,Consumer Defensive,Large Cap Stock,149000,Issaquah,WA,43.82820717,3.4290466860000004,4143760.956175299,10.46227872,48.41363636,5.282377957,6251694.861660079,-9.009877603,44.05162698,3.47227243,4009813.492063492,259.968254,31.78008574,1971290.0793650793,16.86867869,303.82146339999997,10.42008105,3710008.536585366
EMR,Emerson Electric Company,Industrials,Large Cap Stock,88000,St. Louis,MO,31.54677291,2.6589774619999997,2936713.944223108,0.638821243,31.748300399999994,5.463805933,5134376.28458498,-2.4783441369999997,30.96146825,4.12829328,4790762.698412699,64.8897619,4.987523552,3116338.492063492,-12.84768942,56.55292683,9.512089057999999,4952007.317073171
TXN,Texas Instruments Incorporated,Technology,Large Cap Stock,29768,Dallas,TX,24.30498008,2.104229716,15937626.693227092,-22.91597502,18.73525692,4.141117338,17474570.75098814,-0.016621389,18.73214286,0.994103017,15732419.841269841,112.60384920000001,9.945422292,4913118.253968254,0.138889298,112.7602439,9.756221437,6694346.341463415
FCX,"Freeport-McMoran Copper & Gold, Inc.",Basic Materials,Large Cap Stock,27500,Phoenix,AZ,28.16792829,7.133032152999999,20578990.43824701,5.6378999620000005,29.75600791,12.40366316,31242667.19367589,-6.934227137000001,27.69265873,3.657562987,31257057.936507937,11.10305556,1.299356487,21348573.80952381,-19.73095128,8.912317072999999,1.935329939,28894579.268292684
PNC,"PNC Financial Services Group, Inc. (The)",Financial Services,Large Cap Stock,50513,Pittsburgh,PA,52.16394422,1.485087466,2091876.892430279,-8.418107595,47.77272727,5.890371892,4633225.2964426875,-13.39533022,41.3734127,7.027562715,5703961.904761905,131.3673016,11.57596875,1968051.9841269841,-14.92639257,111.7589024,21.85578292,3183109.7560975607
APA,Apache Corporation,Energy,Medium Cap Stock,3163,Houston,TX,65.76203187,8.888838409,3408056.972111554,37.06480506,90.13660079,19.33771419,5136801.581027668,-10.27115396,80.87853175,8.141821589,3750513.492063492,26.70694444,4.53542249,5159510.714285715,-47.26456102,14.08402439,8.59205488,19245973.17073171
DE,Deere & Company,Industrials,Large Cap Stock,73489,Moline,IL,45.50609562,7.429679178,5165206.374501992,13.04466521,51.44221344,15.17474002,6160654.940711463,-20.11571182,41.09424603,5.922706309,5049640.476190476,159.291627,9.649290219,1972950.0,-9.15228401,144.7128049,15.66086956,2177485.3658536584
BIIB,Biogen Idec Inc.,Healthcare,Large Cap Stock,7400,Cambridge,MA,55.49258964,9.901452705,4184565.338645418,-0.117561395,55.42735178,8.031928084,3894868.774703557,-8.397683696,50.7727381,3.98716627,3022247.619047619,263.5519048,41.24249418,1892807.5396825396,18.14148967,311.3641463,18.2894742,2057023.1707317072
TJX,"TJX Companies, Inc. (The)",Consumer Cyclical,Large Cap Stock,286000,Framingham,MA,4.638605578,0.202928677,16206678.884462152,11.2053905,5.158379447,0.766965355,27623740.71146245,45.25679824,7.492896825,0.857116414,20161733.333333332,53.59019841,3.9493453439999997,5741558.73015873,-3.1295827999999997,51.91304878,7.449870276,10616017.07317073
KMB,Kimberly-Clark Corporation,Consumer Defensive,Large Cap Stock,40000,Dallas,TX,41.27247012,0.967205187,2054515.139442231,-7.478067472,38.18608696,2.253865662,3079415.8102766797,5.533014203,40.29892857,2.178125049,2915557.1428571427,125.6730159,9.705378865,1669597.2222222222,7.911672778,135.61585369999997,7.026322107,2223679.2682926827
BAX,Baxter International Inc.,Healthcare,Large Cap Stock,50000,Deerfield,IL,19.42820717,1.5896727880000001,5781554.581673306,17.51993176,22.83201581,1.7949038,7673779.841897233,-7.050945333,21.22214286,2.15905657,9348682.142857144,78.86555556,5.8384598,2711228.5714285714,9.139425986000001,86.07341463,5.358204559,3295142.6829268294
NOV,"National-Oilwell, Inc.",Energy,Medium Cap Stock,33810,Houston,TX,38.83665339,11.81372422,6763148.60557769,18.27515161,45.93411067,16.32397887,9104749.407114625,-30.13914965,32.08996032,3.2478913169999997,6457237.698412699,23.80242063,3.1636847639999996,4040187.698412698,-40.09678741,14.25841463,4.746632196,4883281.707317073
HAL,Halliburton Company,Energy,Large Cap Stock,50000,Houston,TX,27.73936255,2.714330045,17687744.621513944,6.7800982229999995,29.62011858,9.521189547,16821558.893280633,-20.53167833,23.53861111,3.1408716869999997,16677556.349206349,23.58123016,4.249408826,11897652.38095238,-50.05639233,11.77731707,5.515802673,28835863.414634146
D,"Dominion Resources, Inc.",Utilities,Large Cap Stock,19100,Richmond,VA,25.0001992,1.200264788,4355963.74501992,1.28709807,25.32197628,2.303675645,3044822.9249011856,-3.7880080769999998,24.36277778,2.262996863,2996138.888888889,73.62412698,4.354829671,3875190.476190476,6.575448996,78.4652439,5.758629858,4186232.926829268
LMT,Lockheed Martin Corporation,Industrials,Large Cap Stock,110000,Bethesda,MD,65.78541833,3.879716604,2138436.25498008,2.40588873,67.36814229,8.134746566,2678332.015810277,-18.781968,54.71507937,3.034407271,3038959.9206349207,339.1361111,39.62128182,1144522.619047619,10.19940471,373.7259756,36.57474869,1791351.219512195
EOG,"EOG Resources, Inc.",Energy,Large Cap Stock,2900,Houston,TX,31.738525899999996,2.802080338,5405623.90438247,40.79334173,44.68573123,10.03734538,7955908.300395257,-8.688671301,40.80313492,5.787725789,5764804.761904762,83.95162698,9.933699542000001,3927080.9523809524,-39.88306343,50.46914634,13.83058029,6761580.4878048785
SCCO,Southern Copper Corporation,Basic Materials,Large Cap Stock,24051,Phoenix,AZ,15.53031873,5.0451571930000005,6859180.876494024,9.152805916,16.95177866,5.594425052,6203291.304347826,20.20979524,20.37769841,2.460572655,3428276.1904761903,34.56309524,3.337290564,859945.2380952381,-5.919319731,32.51719512,4.0566553380000006,940115.8536585366
ITW,Illinois Tool Works Inc.,Industrials,Large Cap Stock,45000,Glenview,IL,38.73231076,2.798661294,2403237.848605578,-13.36562829,33.55549407,5.24015701,3630718.5770750986,5.492861223999999,35.39865079,2.962304571,3482530.9523809524,149.3814286,13.617071,1268805.9523809524,8.112175482,161.4995122,15.52601472,1767196.3414634147
ADP,"Automatic Data Processing, Inc.",Industrials,Large Cap Stock,58000,Roseland,NJ,29.00207171,1.304101411,3001315.537848606,-9.361115957,26.28715415,2.0689483859999998,3688450.9881422925,5.8162145270000005,27.81607143,1.986688581,3900227.777777778,157.0040873,10.51303207,1910641.2698412698,-6.4729956810000004,146.8412195,18.0993622,2894954.8780487804
AMT,American Tower Corporation (REIT),Real Estate,Large Cap Stock,5454,Boston,MA,34.92689243,2.020276789,3123798.8047808763,-7.679890162,32.24454545,4.91571059,4560803.162055336,5.398409611,33.9852381,3.581433578,3606671.0317460317,200.5350397,20.12525334,1730273.8095238095,17.64180921,235.91304879999998,16.19207051,2550569.512195122
BLK,"BlackRock, Inc.",Financial Services,Large Cap Stock,16300,New York,NY,117.25645420000001,10.89067729,372868.12749003986,15.60198665,135.5507905,25.85699812,670048.2213438735,13.15383121,153.38091269999998,18.53861183,449698.8095238095,435.0062698,30.80583445,548499.6031746032,9.311853093,475.5134146000001,54.77182019,1377018.2926829269
EXC,Exelon Corporation,Utilities,Large Cap Stock,32713,Chicago,IL,42.15346614,4.17477419,3605526.294820717,5.287128158,44.38217391,7.922743558,4374208.300395257,-32.90358137,29.77884921,2.14371384,4481429.365079365,45.81404762,1.7821150769999998,5709958.333333333,-14.25278853,39.28426829,5.507594538999999,7022909.756097561
BEN,"Franklin Resources, Inc.",Financial Services,Large Cap Stock,9600,San Mateo,CA,26.95446215,1.827036291,3880063.74501992,-27.63039442,19.50683794,3.572427963,5996217.391304348,21.3941429,23.68015873,2.879317367,4364938.095238095,29.63734127,2.852048903,2981343.253968254,-34.59470582,19.38439024,3.233248222,5621390.243902439
COF,Capital One Financial Corporation,Financial Services,Large Cap Stock,52100,McLean,VA,57.79338645,6.157559394,4253666.932270916,-39.47288075,34.98067194,5.70941543,10476067.984189723,-7.9358940979999995,32.20464286,4.342411189,7488348.80952381,87.71376984,6.754936374,2266528.9682539683,-21.54859716,68.81268293,19.51344361,5158062.195121951
PRU,"Prudential Financial, Inc.",Financial Services,Large Cap Stock,51511,Newark,NJ,62.55075697,3.453568911,2624410.358565737,-30.97178983,43.17766798,13.59281082,5804146.640316205,-14.45092576,36.93809524,4.900957336,4229460.317460317,88.69019841,5.7221774089999995,2084475.396825397,-29.25346315,62.7452439,16.08836465,3749300.0
GIS,"General Mills, Inc.",Consumer Defensive,Large Cap Stock,40000,Minneapolis,MN,17.33705179,0.501037397,4272538.645418326,13.65887955,19.70509881,1.5674062619999998,6415006.324110672,19.35533804,23.519087300000002,2.235148854,5193742.46031746,49.35361111,3.993706809,3989262.698412698,13.31441578,55.924756099999996,4.376671385,5034935.365853659
PSA,Public Storage,Real Estate,Large Cap Stock,5900,Glendale,CA,57.30306773,7.393869606,1026384.06374502,-3.723949483,55.16913043,5.789003947,2093131.2252964426,3.8297033010000003,57.28194444,7.033720247000001,1625967.4603174604,221.4736508,18.68846049,885305.5555555555,-9.598506599999999,200.2154878,17.63207712,1266323.1707317072
NSC,Norfolk Souther Corporation,Industrials,Large Cap Stock,24587,Norfolk,VA,37.80936255,1.992943851,3791155.77689243,14.26023683,43.20106719,5.961901999,4352154.150197629,-8.480086411,39.53757937,4.597231379,3146925.793650794,182.32575400000002,12.44985415,1621481.349206349,-7.449289629,168.74378049999999,24.29569289,1895097.5609756098
CSX,CSX Corporation,Industrials,Large Cap Stock,20500,Jacksonville,FL,10.80593625,1.079358059,19741834.661354583,28.23613149,13.85711462,2.771760939,18508929.24901186,-7.091735107000001,12.87440476,1.4865289,13864128.57142857,70.8765873,4.447879151,4749388.095238095,-7.538527065,65.53353659,8.362283103,5560780.4878048785
NEM,Newmont Mining Corporation (Holding Company),Basic Materials,Large Cap Stock,16600,Greenwood Village,CO,35.72549801,2.738416632,8027088.44621514,-0.398526224,35.58312253,6.884757559,8642037.154150197,13.50987286,40.39035714,4.741781344,8379261.507936508,35.66595238,3.379242632,9029305.952380951,47.97196271,52.77560976,8.377881387,9658539.024390243
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Large Cap Stock,38000,Chicago,IL,25.07784861,1.37086781,6782407.1713147415,-1.8039588130000002,24.62545455,6.92605985,7850767.984189724,-10.5263474,22.03329365,1.37780842,5420244.444444444,40.19785714,1.986430704,3383305.1587301586,-7.8946170879999995,37.02439024,4.019414335,3500168.2926829266
CTSH,Cognizant Technology Solutions Corporation,Technology,Large Cap Stock,291700,Teaneck,NJ,19.37007968,1.883405425,8350578.4860557765,-33.03065334,12.97201581,2.786125825,10779765.217391305,62.21610211,21.04269841,3.5969406910000004,7605142.063492063,64.1925,4.498216789,3890395.238095238,-13.6575677,55.42536585,7.632781995,4714267.073170732
GLW,Corning Incorporated,Technology,Large Cap Stock,49500,Corning,NY,17.80195219,1.602972169,15633107.17131474,-14.64363767,15.19509881,4.796408512,17315728.85375494,-9.530665578999999,13.74690476,1.376097585,15435823.015873017,29.92837302,2.237122363,4926824.206349206,-25.44679604,22.31256098,2.942579204,6306726.8292682925
CMI,Cummins Inc.,Industrials,Large Cap Stock,61615,Columbus,IN,35.39011952,9.64313113,4133130.677290837,9.303190175,38.68252964,12.23861563,3606288.14229249,7.893647203,41.73599206,8.709534788,2813163.095238095,157.61734130000002,12.94864935,1227546.4285714286,-5.350345913,149.1842683,14.10521539,1549485.3658536586
SYK,Stryker Corporation,Healthcare,Large Cap Stock,40000,Kalamazoo,MI,55.54402389999999,4.104372613,1483197.609561753,-6.727477392999999,51.80731225,8.009793503,2105518.5770750986,-16.58750867,43.21376984,5.292316433,2205193.253968254,196.5585714,16.2195957,1249905.1587301588,-6.418510427999999,183.94243899999998,23.13417074,2282713.4146341463
AFL,Aflac Incorporated,Financial Services,Large Cap Stock,11729,Columbus,GA,14.67231076,1.4746911,4422832.66932271,14.12478484,16.74474308,2.581316193,7797870.355731226,-13.66705307,14.45623016,2.0330952190000002,8234488.095238095,50.24849206,2.798898066,3132296.4285714286,-23.32884833,38.52609756,7.396125405,4923495.12195122
